airport_1,airport_2,total_passengers,avg_fare,avg_distance,avg_fare_per_mile,avg_fare_gap
ABE,CHI,4,296.82399999999996,654.0,0.4538593272171253,28.04000000000001
ABE,MCO,1177,193.266,906.0,0.213317880794702,133.682
ABE,MDW,35,253.47400000000002,654.0,0.3875749235474006,21.299999999999997
ABE,ORD,2149,263.65066666666667,654.0,0.4031355759429154,50.61466666666667
ABE,PIE,2234,98.86307692307693,970.2307692307693,0.10189580711367158,0.0
ABE,TPA,289,248.92076923076925,970.2307692307693,0.2565787194215109,10.51461538461538
ABQ,BOS,15383,259.2563917525773,1974.0,0.13133555813200473,17.911752577319586
ABQ,BUR,9707,166.1856779661017,677.0,0.24547367498685627,13.007457627118646
ABQ,BWI,28325,221.2028813559322,1670.0,0.13245681518319294,21.03372881355932
ABQ,CHI,14,203.67785714285716,1123.0,0.18136941864902686,55.07214285714286
ABQ,DAL,56613,150.66330508474576,580.0,0.2597643191116306,0.0
ABQ,DCA,24526,258.74033898305083,1670.0,0.15493433472038973,17.34805084745763
ABQ,DET,19,132.52,1367.0,0.09694220921726408,0.0
ABQ,DFW,29846,166.24398305084748,580.0,0.2866275569842197,9.664661016949154
ABQ,DTW,224,181.17000000000002,1357.0,0.13342603167568995,51.98499999999999
ABQ,EFD,74,140.9564705882353,767.0,0.1837763632180382,-1.0547058823529416
ABQ,EWR,14272,261.7608547008547,1861.0,0.14065602079573064,36.4840170940171
ABQ,FLL,532,159.628,1689.0,0.09451036116044997,17.476
ABQ,HOU,23352,180.89771186440677,761.7118644067797,0.23771411001598478,4.758559322033898
ABQ,HPN,632,305.8764347826087,1861.0,0.16436132981333085,46.96730434782609
ABQ,IAD,13676,273.7544915254237,1670.0,0.16392484522480463,63.749915254237294
ABQ,IAH,19359,201.89398305084748,761.7118644067797,0.2653166137203083,32.72025423728814
ABQ,ISP,1956,233.12333333333333,1861.0,0.1252677771807272,10.807435897435898
ABQ,JFK,10187,221.53735042735042,1861.0,0.11904210125059131,10.844017094017094
ABQ,LAS,2114,125.68666666666667,487.0,0.2580835044490075,24.86
ABQ,LAX,79749,151.9721186440678,677.0,0.2244787572290514,8.158220338983051
ABQ,LGA,21537,234.0674358974359,1861.0,0.12577508645751526,26.531623931623933
ABQ,LGB,2228,155.19940677966102,677.0,0.22924580026537816,9.462627118644066
ABQ,MCI,6172,149.6162857142857,718.0,0.2083792280143255,31.901714285714284
ABQ,MDW,15785,194.15589743589746,1121.2393162393162,0.1731732163510494,16.23128205128205
ABQ,MHT,3755,238.65092783505153,1974.0,0.12089712656284272,20.415154639175256
ABQ,MIA,184,232.996,1689.0,0.13794908229721728,19.209999999999997
ABQ,MSP,109,205.86,981.0,0.20984709480122327,7.340000000000003
ABQ,NYC,51,282.4206666666667,1861.0,0.15175747805839154,61.874
ABQ,OAK,37718,175.4621186440678,896.0,0.19582825741525423,18.418559322033897
ABQ,ONT,14026,171.04516949152543,677.0,0.25265165360638914,11.632966101694915
ABQ,ORD,24480,221.79717948717948,1121.2393162393162,0.19782112790248577,11.848717948717946
ABQ,PHX,45207,151.23646153846155,328.0,0.46108677298311446,2.3720000000000003
ABQ,PVD,4547,232.8480412371134,1974.0,0.117957467698639,20.377525773195874
ABQ,SEA,599,137.3,1180.0,0.11635593220338983,16.89
ABQ,SFO,23550,185.86483050847457,896.0,0.20743842690677966,21.137118644067794
ABQ,SJC,15359,187.80491525423727,896.0,0.2096037000605327,11.179915254237288
ABQ,SMF,848,126.765,866.0,0.1463799076212471,3.509999999999998
ABQ,SNA,11149,185.9649152542373,677.0,0.27468968279798717,6.374915254237288
ABQ,SWF,472,290.2559615384615,1861.0,0.155967738602075,26.461923076923078
ABQ,TPA,850,153.738,1497.0,0.10269739478957915,4.418000000000006
ABQ,WAS,40,380.915,1670.0,0.2280928143712575,69.21857142857144
ACK,DCA,69,181.03,423.0,0.42796690307328605,14.990000000000009
ACK,EWR,1203,217.56791666666666,218.0,0.9980179663608563,7.865833333333334
ACK,HPN,549,237.08,218.0,1.0875229357798166,0.0
ACK,IAD,2,199.93,423.0,0.47264775413711585,0.0
ACK,ISP,1,315.275,218.0,1.446215596330275,0.0
ACK,JFK,4511,176.14818181818183,218.0,0.8080191826522101,10.802727272727275
ACK,LGA,1956,199.5759090909091,218.0,0.9154858215179317,3.98909090909091
ACK,NYC,0,150.05,218.0,0.6883027522935781,0.0
ACK,SWF,0,113.45,218.0,0.5204128440366973,0.0
ACV,BUR,198,110.46666666666665,609.0,0.18139025725232624,0.0
ACV,LAX,195,134.39,609.0,0.22067323481116585,0.0
ACV,ONT,70,161.39666666666668,609.0,0.2650191570881226,0.0
ACV,SNA,78,158.49666666666667,609.0,0.2602572523262178,0.0
ACY,BOS,1617,74.388,291.2,0.2554498434256359,0.0
ACY,CAK,0,193.23,406.0,0.47593596059113297,0.0
ACY,CLE,368,73.56,406.0,0.1811822660098522,6.160000000000004
ACY,DTW,3074,69.93,497.6923076923077,0.14055253992792266,0.0
ACY,FLL,44567,108.06798165137614,989.5229357798165,0.10916343264689445,0.0
ACY,MCO,446,97.38666666666666,852.0,0.1143035993740219,0.0
ACY,MHT,29,163.132,291.2,0.5602872523838007,46.022000000000006
ACY,MIA,318,196.34610169491526,998.0,0.19673958085662852,6.7410169491525425
ACY,PIE,0,125.0,922.0,0.13557483731019523,0.0
ACY,PVD,18,213.304,291.2,0.7325363874130632,21.351
ACY,TPA,16557,107.0254794520548,913.8493150684932,0.11711381689714419,0.0
AGS,EWR,39,216.9,708.0,0.30635593220338986,0.0
AGS,HPN,0,207.96,708.0,0.29372881355932207,0.0
AGS,ISP,1,189.96,708.0,0.2683050847457627,79.52000000000001
AGS,JFK,6,169.42,708.0,0.23929378531073445,15.890000000000015
AGS,LGA,46,197.47,708.0,0.27891242937853106,0.0
AGS,NYC,9,206.93,708.0,0.29227401129943503,0.0
AGS,SWF,3,228.99,708.0,0.32343220338983053,58.91
AIY,BOS,5,91.95,293.0,0.31382252559726964,0.0
AIY,DTW,4,97.85,506.0,0.1933794466403162,0.0
AIY,MHT,0,90.5,293.0,0.30887372013651876,0.0
AIY,PVD,2,85.92,293.0,0.2932423208191126,0.0
ALB,BUR,722,276.3754651162791,2467.406976744186,0.11200695062656396,25.620116279069766
ALB,BWI,35711,143.38964912280701,325.0,0.44119892037786773,19.439385964912283
ALB,CHI,1,194.8375,723.0,0.269484785615491,0.45624999999999716
ALB,DCA,16652,203.1886842105263,325.0,0.6251959514170041,25.978508771929825
ALB,DTT,0,84.0,488.0,0.1721311475409836,0.0
ALB,DTW,320,175.21,488.0,0.3590368852459016,25.953333333333337
ALB,EWR,96,142.37,145.0,0.9818620689655173,0.0
ALB,FLL,29321,168.00895652173912,1225.0,0.1371501685891748,7.998869565217392
ALB,IAD,3353,209.29640350877193,325.0,0.6439889338731444,25.94342105263158
ALB,ISP,2,193.375,145.0,1.3336206896551723,0.0
ALB,JFK,112,110.30000000000001,145.0,0.7606896551724138,0.0
ALB,LAS,818,181.12333333333333,2237.0,0.08096706899120847,20.469999999999988
ALB,LAX,14477,271.2350574712644,2467.402298850575,0.10992307163740005,25.302413793103447
ALB,LGA,100,162.13,145.0,1.1181379310344828,0.0
ALB,LGB,65,326.46786885245905,2467.55737704918,0.13230009473079832,26.238688524590163
ALB,MCO,1967,177.97,1073.0,0.16586206896551722,75.875
ALB,MDW,8169,198.028407079646,723.0,0.2738982117284177,11.654513274336283
ALB,MIA,5603,219.56017391304346,1225.0,0.1792327950310559,22.177739130434784
ALB,NYC,0,57.73,145.0,0.39813793103448275,0.0
ALB,OAK,2357,272.1182258064516,2559.0,0.10633772012756999,27.087741935483873
ALB,ONT,1571,272.896091954023,2467.402298850575,0.11059646370069984,28.930689655172415
ALB,ORD,24424,224.81415929203538,723.0,0.31094627841222044,9.956991150442478
ALB,PIE,1575,105.45761904761905,1138.0,0.09266926102602728,0.0
ALB,RSW,108,166.79,1204.0,0.1385299003322259,21.169999999999987
ALB,SFO,7135,315.8559677419355,2559.0,0.12342945202889233,65.77516129032259
ALB,SJC,2640,285.9670967741935,2559.0,0.11174954934513229,14.65258064516129
ALB,SNA,2627,306.6490804597701,2467.402298850575,0.1242757909500509,38.89229885057471
ALB,TPA,28438,174.02063636363636,1131.6,0.15373423487876572,7.399
ALB,WAS,8,142.20571428571427,325.0,0.43755604395604397,1.9157142857142853
AMA,DAL,38795,114.75508474576272,323.56779661016947,0.3548268020823818,0.0
AMA,DFW,14031,130.9042372881356,323.56779661016947,0.4047693906584341,2.631186440677966
AMA,EFD,15,121.4232,545.0,0.22279486238532112,0.0
AMA,HOU,10228,148.58703703703702,539.9382716049382,0.27545154159797874,4.014567901234567
AMA,IAH,7523,151.5493827160494,539.9382716049382,0.2809868178802931,10.560246913580245
ASE,BUR,27,317.42315789473685,737.0,0.43069627936870675,33.764736842105265
ASE,CHI,1,180.435,1020.0,0.1768970588235294,0.0
ASE,DFW,87,292.48,701.0,0.4172325249643367,6.899999999999977
ASE,EWR,2084,405.18548387096774,1757.6774193548388,0.23079862391767064,35.958064516129035
ASE,FLL,47,380.81,1796.0,0.21203229398663698,0.0
ASE,HPN,115,400.77714285714285,1754.857142857143,0.2284048162807724,72.96714285714286
ASE,ISP,1,218.205,1784.0,0.12231221973094171,0.0
ASE,JFK,135,541.9706896551724,1755.8620689655172,0.3089092257394685,81.23689655172414
ASE,LAX,4307,303.9317391304348,737.0,0.4123904194442806,40.12173913043478
ASE,LGA,3624,419.6509677419355,1757.6774193548388,0.2389333952594491,26.556451612903228
ASE,LGB,6,171.1222222222222,737.0,0.23218754711292025,19.081111111111113
ASE,MDW,9,180.57333333333335,1020.0,0.1770326797385621,0.0
ASE,MIA,57,416.66,1796.0,0.2319933184855234,26.620000000000005
ASE,NYC,4,275.845,1784.0,0.15462163677130045,0.0
ASE,ONT,53,290.9218181818182,737.0,0.39473788084371525,18.53909090909091
ASE,ORD,756,217.215,1018.8333333333334,0.21322690319958193,44.224999999999994
ASE,SNA,339,304.3582608695652,737.0,0.41296914636304644,35.415652173913045
ASE,SWF,0,269.81800000000004,1756.8,0.1535332530429212,0.0
ATL,AZA,19,171.63400000000001,1587.0,0.10814996849401386,12.483999999999998
ATL,BDL,4981,160.95714285714286,859.0,0.18737734907699985,51.08142857142857
ATL,BOS,224762,191.57822033898304,952.0,0.20123762640649479,68.85152542372882
ATL,BUR,4506,280.55830508474577,1946.3983050847457,0.14414076288673022,10.867203389830507
ATL,BWI,170180,160.01169491525425,576.4322033898305,0.27759012294908075,34.28584745762712
ATL,CAK,31312,160.19754237288137,554.0,0.28916523894021906,7.428559322033898
ATL,CHI,19,196.98083333333332,606.0,0.3250508800880088,19.953333333333337
ATL,CLE,67180,181.4456779661017,554.0,0.32751927430704275,40.94847457627119
ATL,CMH,29519,184.29854166666667,446.9583333333333,0.4123457130329083,51.000416666666666
ATL,DAL,39574,172.9075,731.5096153846154,0.23636935492473185,5.543557692307693
ATL,DCA,189739,198.03016949152544,576.4322033898305,0.3435488211192054,81.34940677966101
ATL,DET,471,91.78625,609.0,0.1507163382594417,0.0
ATL,DFW,256837,180.76228813559322,731.5677966101695,0.247097798927528,41.16932203389831
ATL,DTT,66,217.665,602.0,0.3615697674418605,0.0
ATL,DTW,31433,141.91518518518518,600.8148148148148,0.23631411655766404,4.626666666666667
ATL,EFD,143,158.57085714285714,696.0,0.22783169129720854,0.4605714285714295
ATL,EWR,252674,188.73220338983052,795.0,0.23739899797462957,26.542627118644067
ATL,FLL,217167,135.8493220338983,594.5677966101695,0.22848628117571287,46.02694915254238
ATL,HOU,80960,164.44398305084746,696.0,0.23627009059029805,16.36127118644068
ATL,HPN,30039,236.6933050847458,795.0,0.2977274277795544,30.791694915254237
ATL,IAD,127198,164.69881355932202,576.4322033898305,0.28568408198822076,50.106610169491525
ATL,IAH,105247,183.0577118644068,696.0,0.26301395382817067,23.76372881355932
ATL,ISP,4960,201.52737288135592,795.0,0.2534935507941584,32.370677966101695
ATL,JFK,60317,187.63,795.0,0.2360125786163522,40.27830508474577
ATL,JRB,0,347.455,795.0,0.43705031446540876,0.0
ATL,LAS,4496,198.2733333333333,1747.0,0.11349360809005915,39.16
ATL,LAX,238877,263.3325423728814,1946.3983050847457,0.1352903882753436,132.89000000000001
ATL,LGA,388905,192.44483050847458,795.0,0.2420689691930498,75.30398305084745
ATL,LGB,4040,246.1302542372881,1946.3983050847457,0.12645222666876701,25.152033898305085
ATL,MCI,29083,137.04054054054055,692.0,0.1980354632088736,33.62486486486487
ATL,MCO,7781,111.86,403.0,0.2775682382133995,45.29999999999999
ATL,MDW,118935,135.44322033898305,606.0,0.2235036639257146,6.169661016949153
ATL,MHT,10615,239.47025423728815,952.0,0.25154438470303375,29.104067796610167
ATL,MIA,166872,151.77864406779662,594.5677966101695,0.2552859658158761,35.15279661016949
ATL,MKC,0,205.5,692.0,0.29696531791907516,0.0
ATL,MSP,479,281.26,906.0,0.31044150110375274,0.0
ATL,NYC,480,211.78727272727272,795.0,0.26639908519153804,42.89909090909091
ATL,OAK,20067,272.34084745762715,2139.0,0.12732157431399116,44.07474576271186
ATL,ONT,25211,270.48118644067796,1946.3983050847457,0.13896326195757952,65.79593220338982
ATL,ORD,246364,170.31822033898305,606.0,0.2810531688762097,29.31449152542373
ATL,ORF,37740,194.44601694915255,516.0,0.37683336618052815,38.396949152542376
ATL,PHF,25178,160.5179661016949,516.0,0.3110813296544475,5.858898305084746
ATL,PHX,67726,237.8153846153846,1587.0,0.1498521642188939,71.01276923076922
ATL,PIE,0,137.3,408.0,0.3365196078431373,0.0
ATL,PVD,25573,240.37745762711864,952.0,0.25249732944025066,64.01762711864407
ATL,RSW,2026,145.79500000000002,515.0,0.2830970873786408,42.81375
ATL,SAC,0,194.75,2092.0,0.0930927342256214,0.0
ATL,SEA,1332,253.32,2182.0,0.11609532538955086,127.795
ATL,SFO,139039,305.7121186440678,2139.0,0.1429229166171425,104.29737288135594
ATL,SJC,27797,315.7010169491526,2139.0,0.14759280829787402,85.89381355932203
ATL,SMF,3408,275.9122222222222,2092.0,0.13188920756320374,62.934999999999995
ATL,SNA,42080,316.0529661016949,1946.3983050847457,0.16237562684735826,109.07889830508473
ATL,SWF,5469,215.82176991150442,795.0,0.2714739244169867,25.067522123893806
ATL,TPA,165517,152.7771186440678,406.135593220339,0.3762035609100449,37.072203389830506
ATL,TSS,0,436.61,795.0,0.5491949685534592,0.0
ATL,WAS,118,200.47529411764705,576.0,0.34804738562091503,25.58823529411765
ATW,AZA,882,121.02428571428572,1463.0,0.0827233668587052,0.0
ATW,PHX,154,286.20714285714286,1463.0,0.19563030954008398,47.71428571428571
ATW,PIE,86,122.91,1173.0,0.10478260869565217,0.0
ATW,TPA,30,204.22,1173.0,0.17410059676044332,16.210000000000008
AUS,AZA,1,170.98333333333335,872.0,0.19608180428134556,0.0
AUS,BOS,54383,263.3655084745763,1697.542372881356,0.1551507837152312,39.115932203389825
AUS,BUR,7343,205.2437288135593,1241.3898305084747,0.16531440318831847,13.841949152542371
AUS,BWI,44846,210.7142372881356,1341.6949152542372,0.15704870586319208,35.51093220338983
AUS,CAK,265,258.055,1174.0,0.2198083475298126,18.526875
AUS,CHI,6,201.37214285714285,973.2857142857143,0.20686106692923326,24.457857142857144
AUS,CLE,2834,217.980625,1174.0,0.1856734454855196,46.583124999999995
AUS,CMH,2836,228.29,1073.0,0.21275862068965515,34.63583333333333
AUS,DAL,103256,127.00983050847458,188.9322033898305,0.6707535426507363,2.672203389830508
AUS,DCA,32601,258.60627118644067,1341.6949152542372,0.19274248500356086,33.24127118644068
AUS,DFW,39158,138.20389830508475,188.9322033898305,0.7299982719371366,6.146440677966101
AUS,DTW,2193,191.99642857142857,1148.0714285714287,0.167233608918085,49.1
AUS,EFD,44,90.51939393939394,157.33333333333334,0.5755912004662005,0.0
AUS,EWR,60688,280.4508474576271,1558.542372881356,0.17994398481311483,71.73618644067795
AUS,FLL,33348,174.23758620689657,1105.4396551724137,0.1576135485100206,19.222155172413796
AUS,FTW,0,61.8,183.0,0.33770491803278685,0.0
AUS,HOU,35765,125.2464423076923,151.76923076923077,0.8331636018877605,1.5718269230769226
AUS,HPN,1966,312.0087288135593,1558.542372881356,0.20021198489802114,32.334152542372884
AUS,IAD,26221,292.41737288135596,1341.6949152542372,0.2179445275956724,85.5628813559322
AUS,IAH,14032,139.3518269230769,151.76923076923077,0.9264667026493949,0.7542307692307697
AUS,ISP,2046,239.70313559322034,1558.542372881356,0.15381089303846116,14.337118644067798
AUS,JFK,57846,243.5557627118644,1558.542372881356,0.15627997472038554,33.52669491525424
AUS,LAS,1808,165.01333333333332,1090.0,0.15138837920489298,6.959999999999998
AUS,LAX,105300,191.4777966101695,1241.3898305084747,0.15423360397814045,28.218050847457622
AUS,LCK,58,67.97,1073.0,0.0633457595526561,0.0
AUS,LGA,28565,259.4749152542373,1558.542372881356,0.16649584981910173,36.34228813559322
AUS,LGB,14242,169.69601694915255,1241.3898305084747,0.13669393981562503,7.514830508474576
AUS,MCI,4322,151.3991304347826,648.4782608695652,0.23346895353615213,10.397391304347828
AUS,MCO,906,157.89833333333334,995.0,0.15869179229480737,6.106666666666669
AUS,MDW,27496,180.55491525423727,976.7966101694915,0.1847969873809472,10.493813559322033
AUS,MHT,5099,246.31822033898305,1697.542372881356,0.14511293189757474,16.460593220338982
AUS,MIA,18838,219.2475,1105.4396551724137,0.1983489315566501,25.355172413793106
AUS,MSP,98,324.06,1035.0,0.3131014492753623,28.399999999999977
AUS,NYC,65,256.139,1556.0,0.1646137532133676,10.482
AUS,OAK,19570,200.81669491525423,1503.2372881355932,0.13357886761026164,24.355593220338985
AUS,ONT,11731,192.56186440677965,1241.3898305084747,0.15509817063758036,15.987033898305086
AUS,ORD,78634,210.21305084745762,976.7966101694915,0.2152015747647364,15.91677966101695
AUS,ORL,0,147.92,995.0,0.14866331658291457,0.0
AUS,PHX,41894,206.44830769230768,872.0,0.23675264643613267,6.175230769230768
AUS,PIE,297,80.47571428571429,928.0,0.08671951970443349,0.0
AUS,PVD,8233,231.79322033898305,1697.542372881356,0.13654738040483136,14.255338983050848
AUS,SEA,415,171.81,1764.0,0.09739795918367347,98.965
AUS,SFO,70259,230.3822033898305,1503.2372881355932,0.15324672775900366,50.30025423728814
AUS,SJC,60346,230.99559322033898,1503.2372881355932,0.15366665257304604,28.29449152542373
AUS,SNA,19844,211.66237288135594,1241.3898305084747,0.17049817388279595,29.023898305084742
AUS,SWF,1343,299.4920754716981,1558.4905660377358,0.19218971730609727,35.946132075471695
AUS,TPA,22855,198.52934065934065,928.0,0.21393247915877225,9.03857142857143
AUS,WAS,59,245.29999999999998,1340.2857142857142,0.18304969192784215,23.38714285714286
AVL,BOS,793,153.35666666666665,788.0,0.19461505922165823,32.38666666666666
AVL,EWR,5231,160.73542857142857,630.2571428571429,0.2550785869556868,26.472571428571428
AVL,FLL,7680,112.28645161290324,677.0322580645161,0.1658489944540749,1.7106451612903226
AVL,HPN,192,251.42771428571427,630.2571428571429,0.39908809050131916,2.7405714285714273
AVL,ISP,46,246.6013793103448,633.0,0.3895756387209239,2.339655172413794
AVL,JFK,366,229.98828571428572,630.2571428571429,0.36520720487416086,2.6797142857142853
AVL,LGA,3287,218.12485714285714,630.2571428571429,0.34621979957767707,9.913428571428573
AVL,MDW,121,157.45,536.0,0.29375,0.0
AVL,MHT,28,272.6066666666667,788.0,0.3459475465313029,74.97333333333334
AVL,MIA,873,283.5190322580645,677.0322580645161,0.4187772863465275,4.0787096774193525
AVL,NYC,3,171.03,633.0,0.2701895734597156,0.0
AVL,ORD,965,185.574,536.0,0.34622014925373135,0.0
AVL,PIE,3256,89.07111111111111,519.0,0.17162063797901947,0.0
AVL,PVD,70,228.98000000000002,788.0,0.2905837563451777,0.0
AVL,SWF,27,254.98791666666668,633.0,0.4028245129015271,36.34708333333333
AVL,TPA,817,251.7473684210526,518.7368421052631,0.4851731973261013,25.751578947368426
AZA,DCA,2,231.68,1999.0,0.11589794897448724,0.0
AZA,FSD,9137,119.21333333333332,1081.0,0.11028060437866173,0.0
AZA,GEG,588,113.35000000000001,1034.0,0.10962282398452611,0.0
AZA,ICT,1675,92.10833333333333,870.0,0.10587164750957855,0.0
AZA,OAK,2708,82.1985,668.0,0.12305164670658683,0.0
AZA,PDX,102,131.51444444444442,1028.0,0.12793233895373973,0.0
AZA,PIE,160,159.47714285714287,1788.0,0.08919303291786514,0.0
AZA,PIT,62,69.57,1814.0,0.03835170893054024,0.0
AZA,PVU,6121,83.13555555555556,477.0,0.17428837642674122,0.0
AZA,RAP,293,86.33,876.0,0.09855022831050228,0.0
AZA,RFD,120,93.31,1373.0,0.06796067006554989,0.0
AZA,SAN,49,73.2988888888889,324.0,0.22623113854595336,0.0
AZA,SBN,101,86.705,1514.0,0.05726882430647292,0.0
AZA,SEA,4,152.07,1124.0,0.13529359430604984,0.0
AZA,SGF,344,84.286,1082.0,0.07789833641404806,0.0
AZA,SLC,1,181.78333333333333,516.0,0.35229328165374674,0.0
AZA,STC,99,97.39,1259.0,0.07735504368546466,0.0
AZA,STL,2,161.91,1262.0,0.12829635499207606,0.0
AZA,TPA,3,198.698,1788.0,0.11112863534675614,2.753
AZA,TUL,49,88.236,935.0,0.09437005347593583,0.0
BDL,AZA,0,381.0,2213.0,0.17216448260280162,0.0
BDL,BUR,1712,301.8503389830509,2527.0,0.11945007478553654,26.9321186440678
BDL,BWI,58012,133.18728813559323,325.9491525423729,0.40863414386383085,4.587372881355932
BDL,DCA,39371,184.17296610169493,325.9491525423729,0.5650579142704026,20.505677966101697
BDL,EFD,30,253.37071428571429,1519.0,0.16680099689645442,0.0
BDL,EWR,148,137.20499999999998,115.0,1.1930869565217392,0.0
BDL,FLL,72431,152.35898305084746,1194.0,0.12760383840104478,20.557457627118644
BDL,HOU,5063,234.6079120879121,1519.0,0.15444892171686114,13.98879120879121
BDL,IAD,15545,180.90516949152544,325.9491525423729,0.555023256892842,4.908050847457627
BDL,IAH,12890,270.7764835164835,1519.0,0.17825969948418927,37.488681318681316
BDL,IND,461,182.91333333333333,728.0,0.25125457875457874,38.126666666666665
BDL,JAX,453,117.74000000000001,935.0,0.12592513368983957,0.0
BDL,JFK,33,110.25,115.0,0.958695652173913,4.285000000000004
BDL,LAS,2701,201.821,2298.0,0.08782463011314187,28.453999999999997
BDL,LAX,42017,273.7280508474576,2527.0,0.10832134976155822,31.86889830508475
BDL,LGA,76,128.77,115.0,1.1197391304347826,11.865000000000002
BDL,LGB,383,308.5641592920354,2527.0,0.12210690909854982,29.02230088495575
BDL,MCI,159,163.66,1169.0,0.13999999999999999,12.840000000000003
BDL,MCO,10418,123.00181818181818,1050.0,0.11714458874458876,3.8054545454545443
BDL,MIA,23836,184.9130508474576,1194.0,0.15486855179854073,13.785508474576272
BDL,MKE,154,226.52,780.0,0.2904102564102564,89.62
BDL,MSP,1525,345.91,1050.0,0.32943809523809525,144.175
BDL,MSY,499,128.40333333333334,1279.0,0.10039353661714882,17.066666666666666
BDL,NYC,6,125.13,115.0,1.0880869565217393,0.0
BDL,OAK,5981,289.8241592920354,2625.0353982300885,0.1104072473626767,27.674955752212394
BDL,ONT,4948,284.61610169491524,2527.0,0.11263003628607647,36.22737288135593
BDL,ORL,1,100.74000000000001,1050.0,0.09594285714285714,0.0
BDL,PBI,4000,128.25142857142856,1133.0,0.11319631824486194,20.427142857142854
BDL,PHL,1815,238.3342857142857,196.0,1.215991253644315,10.164285714285715
BDL,PHX,15112,283.45119402985074,2213.0,0.12808458835510653,35.77313432835821
BDL,PIT,1292,248.53142857142856,406.0,0.612146375791696,119.33285714285714
BDL,RDU,1491,158.00857142857143,532.0,0.2970085929108485,5.4157142857142855
BDL,SAN,469,270.8433333333333,2502.0,0.10825073274713563,11.926666666666677
BDL,SEA,837,279.514,2431.0,0.11497902097902098,56.791999999999994
BDL,SFO,26030,310.3896460176991,2625.0353982300885,0.11824192069492326,64.75504424778761
BDL,SJC,7359,304.9546902654867,2625.0353982300885,0.11617114128980831,29.042566371681417
BDL,SNA,8775,321.7240677966102,2527.0,0.12731462912410374,34.34271186440678
BDL,SRQ,124,131.03,1147.0,0.11423714036617262,0.0
BDL,STL,1017,282.73,957.0,0.29543364681295714,110.22166666666668
BDL,TPA,78455,151.5651694915254,1111.1525423728813,0.13640595339800324,6.799067796610169
BDL,WAS,30,190.87263157894736,326.0,0.5854988698740717,2.15
BGR,BWI,9,334.32,601.0,0.5562728785357737,0.0
BGR,DCA,154,192.49,601.0,0.32028286189683863,0.0
BGR,EWR,520,198.16166666666666,393.0,0.504228159457167,0.0
BGR,HPN,4,290.856,393.0,0.740091603053435,7.8539999999999965
BGR,IAD,8,186.26,601.0,0.3099168053244592,0.0
BGR,ISP,4,329.09000000000003,393.0,0.8373791348600509,11.270000000000003
BGR,JFK,266,200.16,393.0,0.5093129770992366,5.913333333333331
BGR,LGA,558,242.21,393.0,0.6163104325699745,35.55166666666667
BGR,NYC,5,149.35,393.0,0.38002544529262083,0.0
BGR,PIE,999,130.3225,1394.0,0.09348816355810617,0.0
BGR,SWF,2,298.27666666666664,393.0,0.7589737065309584,0.0
BGR,TPA,121,241.8825,1394.0,0.17351685796269728,22.50999999999999
BHC,OAK,11,66.36,467.0,0.14209850107066382,0.0
BHC,SJC,137,60.45,467.0,0.12944325481798716,0.0
BHM,BOS,1584,232.14315789473685,1051.9473684210527,0.2206790668121139,24.544210526315783
BHM,BUR,1318,264.5418260869565,1815.0,0.14575307222421846,20.66791304347826
BHM,BWI,33750,164.22610169491526,682.0,0.24080073562304288,5.505847457627119
BHM,CHI,29,126.22875,584.0,0.2161451198630137,0.0
BHM,DAL,14813,178.21513513513514,597.0,0.29851781429670876,6.664054054054056
BHM,DCA,15105,234.41457627118646,682.0,0.3437163874944083,20.648389830508478
BHM,DET,69,106.16999999999999,643.0,0.1651166407465008,0.0
BHM,DFW,24618,206.54677966101696,597.0,0.34597450529483575,11.685593220338983
BHM,DTT,3,262.4683333333333,637.0,0.41178954215338526,0.0
BHM,DTW,3604,159.25304347826088,628.1304347826087,0.2535325945445428,13.413043478260875
BHM,EFD,35,135.91892857142858,570.0,0.23845426065162909,0.0
BHM,EWR,10068,265.2153043478261,902.0,0.2940302708955943,25.73426086956522
BHM,FLL,9404,181.37298850574714,661.0,0.27439181317057054,20.105747126436782
BHM,HOU,19569,169.10389830508473,570.0,0.29667350579839424,2.359322033898305
BHM,HPN,853,274.27852173913044,902.0,0.30407818374626433,43.22217391304348
BHM,IAD,3670,239.02838983050847,682.0,0.35048151001540834,31.140338983050846
BHM,IAH,16853,189.98762711864407,570.0,0.333311626523937,14.195677966101696
BHM,ISP,1637,204.89182608695654,902.0,0.2271528005398631,11.486956521739131
BHM,JFK,1847,237.9995652173913,902.0,0.26385761110575534,36.857130434782604
BHM,LAS,708,187.04666666666665,1618.0,0.11560362587556654,5.72999999999999
BHM,LAX,16011,258.9885217391304,1815.0,0.1426934004072344,26.922
BHM,LGA,22037,251.23982608695653,902.0,0.2785363925576015,48.56365217391304
BHM,LGB,170,309.07019607843137,1815.0,0.17028660940960408,26.811176470588236
BHM,MCO,1105,116.1,478.0,0.24288702928870293,38.541999999999994
BHM,MDW,24408,156.7051282051282,583.8717948717949,0.2683983564395169,0.7288888888888884
BHM,MHT,551,187.2578947368421,1051.9473684210527,0.17801307616158657,23.588421052631578
BHM,MIA,6222,201.66011494252874,661.0,0.3050833811535987,12.851034482758621
BHM,NYC,140,256.79777777777775,902.0,0.2846982015274698,25.694444444444446
BHM,OAK,351,190.65625,2013.0,0.09471249379036265,8.517499999999995
BHM,ONT,3800,258.4766086956522,1815.0,0.1424113546532519,28.54286956521739
